qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,geography_stored_lac,geography_stored_none,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q20-school-vs-household-learning,10.1080/09645292.2010.511852,"The impact of school quality, socioeconomic factors, and child health on students’ academic performance: evidence from Sri Lankan primary schools",0.7354,0.7354,0.7052,1,1,1,0.7252,0.7813,0,0,0,2011,15,113,7.0625,2,1,1624,1,0.915,relevant,2
q20-school-vs-household-learning,10.1016/s0304-3878(02)00010-x,The impact of school quality on earnings and educational returns—evidence from a low-income country,0.6407,0.6407,0.6856,1,1,1,0.6553,0.7794,0,0,1,2002,24,67,2.68,1,1,754,3,0.991,partial,1
q20-school-vs-household-learning,10.1016/j.foodpol.2024.102616,Looking at gender is not enough—How diversity of farmers’ marginalization relates to varietal trait preferences,0.4135,0.4135,0.3952,0,0,0,0,0.5601,0,0,1,2024,2,11,3.6667,2,1,1821,3,0.934,irrelevant,0
q20-school-vs-household-learning,10.1093/ej/ueaa077,Biased Aspirations and Social Inequality at School: Evidence from French Teenagers,0.6786,0.6786,0.6139,1,1,1,0.6563,0.7766,0,0,0,2020,6,69,9.8571,4,1,706,4,0.994,partial,1
q20-school-vs-household-learning,10.1590/0102-311x00121419,"Skin color, social inequalities and health in older adults: an analysis based on the SABE survey in Colombia",0.5123,0.5123,0.5014,1,1,1,0.5086,0.6261,1,1,0,2020,6,8,1.1429,2,1,1469,0,0.5,partial,1
q20-school-vs-household-learning,10.1590/s0034-8910.2015049005659,Users’ dissatisfaction with dental care: a population-based household study,0.4759,0.4759,0.5149,1,1,1,0.4886,0.5851,1,1,0,2015,11,14,1.1667,2,1,1886,0,0.5,irrelevant,0
q20-school-vs-household-learning,10.3386/w21023,"Correlation, Consumption, Confusion, or Constraints: Why do Poor Children Perform so Poorly?",0.6445,0.6445,0.59,1,1,1,0.6258,0.7765,0,0,1,2015,11,4,0.3333,0,1,875,0,0.5,partial,1
q20-school-vs-household-learning,10.1590/0102-311x00216620,"Idosos no contexto da pandemia da COVID-19 no Brasil: efeitos nas condições de saúde, renda e trabalho",0.457,0.457,0.4558,1,1,1,0.4566,0.5397,1,1,0,2021,5,157,26.1667,2,1,1604,0,0.5,partial,1
q20-school-vs-household-learning,10.1590/0102-311xpt255621,A cor e o sexo da fome: análise da insegurança alimentar sob o olhar da interseccionalidade,0.4791,0.4791,0.5085,1,1,1,0.4887,0.5805,1,1,0,2022,4,39,7.8,2,1,1592,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.5089/9798229006828.001,AI Adoption and Inequality,0.6868,0.7176,0.6018,1,1,1,0.6669,0.7527,0,0,1,2025,1,4,2,1,1,1093,0,0.5,relevant,2
q21-ai-adoption-wage-inequality,10.2139/ssrn.6515438,Early AI Adoption and Firm Productivity Growth in a Middle-Income Economy,0.7258,0.5831,0.5852,1,1,1,0.628,0.7249,0,1,0,2026,0,0,0,2,1,1116,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.54097/7t0k2573,Multiple Impacts of Artificial Intelligence on Occupations and Labor Markets,0.7406,0.6275,0.6838,1,1,1,0.6824,0.7012,0,0,1,2024,2,9,3,1,1,1587,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.3386/w34781,Enhancing Worker Productivity Without Automating Tasks: A Different Approach to AI and the Task-Based Model,0.6986,0.6353,0.675,1,1,1,0.6691,0.7085,0,0,1,2026,0,0,0,0,1,2023,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.3390/systems13070586,How Does Artificial Intelligence Technology Influence Labor Share: The Role of Labor Structure Upgrading,0.7166,0.6204,0.661,1,1,1,0.6648,0.7245,0,0,0,2025,1,1,0.5,3,1,1301,0,0.5,relevant,2
q21-ai-adoption-wage-inequality,10.1111/joes.70072,Automation as an Equalizer: How Easy‐to‐Use Technologies Narrow Skill Gaps Between Low‐ and High‐Skilled Workers,0.732,0.601,0.6695,1,1,1,0.6653,0.6898,0,0,1,2026,0,1,1,0,1,860,2,0.983,relevant,2
q21-ai-adoption-wage-inequality,10.2139/ssrn.5169611,"Augmenting or Automating Labor? The Effect of AI Development on New Work, Employment, and Wages",0.7068,0.5955,0.6534,1,1,1,0.6503,0.6805,0,0,0,2025,1,8,4,4,1,923,0,0.5,relevant,2
q21-ai-adoption-wage-inequality,10.33215/ck54dk85,Exploring the Dual Impact of AI on Employment and Wages in Chinese Manufacturing,0.7089,0.6016,0.6169,1,1,1,0.6408,0.7083,0,0,0,2024,2,1,0.3333,2,1,1276,0,0.5,relevant,2
q21-ai-adoption-wage-inequality,10.1007/s40821-025-00314-w,Impact of robots and artificial intelligence on labor and skill demand: evidence from the UK,0.728,0.5984,0.6501,1,1,1,0.6567,0.6922,0,0,0,2025,1,7,3.5,2,1,1822,2,0.88,relevant,2
q21-ai-adoption-wage-inequality,10.1016/j.euroecorev.2025.105043,AI innovation and the labor share in European regions,0.6624,0.6545,0.5997,1,1,1,0.6382,0.7007,0,0,0,2025,1,19,9.5,2,1,850,3,0.989,relevant,2
q21-ai-adoption-wage-inequality,10.3386/w34444,"Artificial Intelligence, Competition, and Welfare",0.6714,0.6442,0.573,1,1,1,0.6281,0.7094,0,0,0,2025,1,1,0.5,0,1,1928,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.1016/j.jebo.2025.107206,Artificial intelligence adoption and workplace training,0.7481,0.5343,0.6205,1,1,1,0.6283,0.6984,0,0,0,2025,1,5,2.5,4,1,1464,3,0.973,partial,1
q21-ai-adoption-wage-inequality,10.3389/frai.2022.832736,Artificial Intelligence and Employment: New Cross-Country Evidence,0.7305,0.6027,0.6474,1,1,1,0.6581,0.6931,0,0,0,2022,4,114,22.8,1,1,1545,0,0.5,partial,1
q21-ai-adoption-wage-inequality,10.1787/c2c1d276-en,Artificial intelligence and employment,0.728,0.5926,0.6523,1,1,1,0.6553,0.6838,0,0,0,2021,5,195,32.5,1,1,1952,0,0.5,partial,1
q22-chronic-poverty-interventions,10.7910/dvn/nhixnt,A Multifaceted Program Causes Lasting Progress for the Very Poor: Evidence From Six Countries,0.6079,0.7234,0.6257,1,1,1,0.6504,0.7824,0,0,0,2018,8,15,1.6667,5,1,852,0,0.5,relevant,2
q22-chronic-poverty-interventions,10.3386/w32165,Early Childhood Intervention for the Poor: Long Term Outcomes,0.5804,0.675,0.6287,1,1,1,0.6268,0.7677,0,0,0,2024,2,1,0.3333,5,1,692,0,0.5,partial,1
q22-chronic-poverty-interventions,10.1002/pam.20613,The long‐term effects on children and adolescents of a policy providing work supports for low‐income parents,0.5518,0.6506,0.6407,1,1,1,0.6127,0.7561,0,0,1,2011,15,9,0.5625,5,1,997,3,0.5,partial,1
q22-chronic-poverty-interventions,10.1093/jeea/jvae005,"Experimental Evidence from a Conditional Cash Transfer Program: Schooling, Learning, Fertility, and Labor Market Outcomes After 10 Years",0.5328,0.6583,0.6717,1,1,1,0.6176,0.7557,0,0,0,2024,2,11,3.6667,5,1,701,4,0.994,relevant,2
q22-chronic-poverty-interventions,10.3368/jhr.58.3.1019-10515r1,Food for Thought?,0.5742,0.6448,0.6446,1,1,1,0.6203,0.7522,0,0,0,2020,6,50,7.1429,5,1,765,3,0.99,partial,1
q22-chronic-poverty-interventions,10.1080/00220388.2019.1677887,Integrated Graduation Program and its Effect on Women and Household Economic Well-being: Findings from a Randomised Controlled Trial in Burkina Faso,0.5646,0.6181,0.6663,1,1,1,0.6149,0.7477,0,0,0,2019,7,9,1.125,5,1,1408,3,0.95,relevant,2
q22-chronic-poverty-interventions,10.3386/w31735,Aspiring to a Better Future: Can a Simple Psychological Intervention Reduce Poverty?,0.5466,0.6433,0.614,1,1,1,0.5999,0.7456,0,0,0,2023,3,14,3.5,5,1,736,0,0.5,partial,1
q22-chronic-poverty-interventions,10.1257/aer.103.3.232,Achieving Escape Velocity: Neighborhood and School Interventions to Reduce Persistent Inequality,0.5245,0.6136,0.6959,1,1,1,0.6073,0.7454,0,0,1,2013,13,72,5.1429,0,1,743,5,1,partial,1
q22-chronic-poverty-interventions,10.3386/w20284,Improving Educational Outcomes in Developing Countries: Lessons from Rigorous Impact Evaluations,0.5587,0.6156,0.7095,1,1,1,0.6249,0.7452,0,0,0,2014,12,79,6.0769,0,1,1173,0,0.5,partial,1
q22-chronic-poverty-interventions,10.1257/pol.20180510,Reducing Inequality through Dynamic Complementarity: Evidence from Head Start and Public School Spending,0.5261,0.6376,0.68,1,1,1,0.611,0.7449,0,0,1,2019,7,176,22,4,1,708,3,0.993,partial,1
q22-chronic-poverty-interventions,10.1257/app.4.4.121,"Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States",0.5386,0.6006,0.7291,1,1,1,0.6179,0.7434,0,0,0,2012,14,126,8.4,5,1,714,4,0.997,partial,1
q22-chronic-poverty-interventions,10.1257/app.20230108,"Sustainable Poverty Reduction through Social Assistance: Modality, Context, and Complementary Programming in Bangladesh",0.5603,0.6716,0.5602,1,1,1,0.5952,0.7417,0,0,0,2025,1,3,1.5,5,1,758,4,0.997,relevant,2
q22-chronic-poverty-interventions,10.1086/732179,Scalable Nutrition Interventions in a Graduation Model Program: Experimental Evidence from Ethiopia,0.5743,0.622,0.65,1,1,1,0.6146,0.739,0,0,0,2024,2,1,0.3333,5,1,1373,3,0.962,relevant,2
q22-chronic-poverty-interventions,10.3386/w31611,"Psychosocial Constraints, Impact Heterogeneity and Spillovers in a Multifaceted Graduation Program in Kenya",0.5267,0.6339,0.6608,1,1,1,0.6042,0.735,0,0,0,2023,3,2,0.5,5,1,1449,0,0.5,relevant,2
q22-chronic-poverty-interventions,10.3386/w19862,The (Surprising) Efficacy of Academic and Behavioral Intervention with Disadvantaged Youth: Results from a Randomized Experiment in Chicago,0.581,0.5727,0.6792,1,1,1,0.6091,0.7339,0,0,1,2014,12,26,2,5,1,1551,0,0.5,relevant,2
q23-informality-productivity-bidirectional,10.1017/s1365100517001055,INFORMAL SECTOR MISALLOCATION,0.6954,0.6052,0.5607,1,1,1,0.6179,0.7637,0,0,1,2018,8,42,4.6667,0,1,711,2,0.946,relevant,2
q23-informality-productivity-bidirectional,10.1111/rode.12697,Casting a shadow: Productivity of formal firms and informality,0.778,0.6568,0.5409,1,1,1,0.6514,0.8221,0,0,0,2020,6,70,10,2,1,1318,2,0.918,relevant,2
q23-informality-productivity-bidirectional,10.1787/080a17ce-en,Like it or not? The impact of online platforms on the productivity of incumbent service,0.6184,0.593,0.615,1,1,1,0.6087,0.704,0,0,0,2019,7,26,3.25,3,1,1426,0,0.5,irrelevant,0
q23-informality-productivity-bidirectional,10.3386/w20205,Informality and Development,0.7924,0.5986,0.578,1,1,1,0.6497,0.8043,0,0,1,2014,12,6,0.4615,0,1,1068,0,0.5,partial,1
q23-informality-productivity-bidirectional,10.1257/aer.20141745,"Firms, Informality, and Development: Theory and Evidence from Brazil",0.756,0.5938,0.5499,1,1,1,0.6273,0.8028,1,1,0,2018,8,518,57.5556,2,1,694,5,1,relevant,2
q23-informality-productivity-bidirectional,10.1093/wber/lhad034,Allocative Efficiency between and within the Formal and Informal Manufacturing Sectors in Zimbabwe,0.6648,0.6826,0.5744,1,1,1,0.6388,0.738,0,0,0,2023,3,0,0,2,1,1430,3,0.983,relevant,2
q23-informality-productivity-bidirectional,10.1093/jeea/jvac010,Efficiency Under Endogenous Information Choice: A Price-Setting Application,0.536,0.5413,0.5432,1,1,1,0.5402,0.6277,0,0,1,2022,4,6,1.2,0,1,881,4,0.994,partial,1
q23-informality-productivity-bidirectional,10.1257/jep.28.3.109,Informality and Development,0.7819,0.545,0.5119,1,1,1,0.602,0.7916,0,0,1,2014,12,1371,105.4615,0,1,1117,4,0.998,partial,1
q23-informality-productivity-bidirectional,10.1596/978-0-8213-7092-6,Informality: Exit and Exclusion,0.7008,0.485,0.622,1,1,1,0.5957,0.6918,1,1,0,2007,19,1125,56.25,1,1,24760,0,0.5,relevant,2
q23-informality-productivity-bidirectional,10.1080/00220388.2015.1046442,Informality and Profitability: Evidence from a New Firm Survey in Ecuador,0.7691,0.6074,0.5966,1,1,1,0.6532,0.7914,1,1,0,2015,11,17,1.4167,2,1,634,3,0.95,relevant,2
q23-informality-productivity-bidirectional,10.1596/22697,Evidence from a New Firm Survey in Ecuador,0.7623,0.6001,0.5956,1,1,1,0.6483,0.79,1,1,0,2015,11,0,0,2,1,634,0,0.5,relevant,2
q23-informality-productivity-bidirectional,10.1016/j.jfineco.2024.103855,"Financial constraints, cash flow timing patterns, and asset prices",0.5136,0.522,0.5097,1,1,1,0.515,0.6042,0,0,1,2024,2,7,2.3333,3,1,685,5,0.999,partial,1
q23-informality-productivity-bidirectional,10.1146/annurev-economics-082119-121914,Informality: Causes and Consequences for Development,0.7403,0.606,0.6036,1,1,1,0.647,0.7869,0,0,1,2020,6,317,45.2857,0,1,981,3,0.996,relevant,2
q23-informality-productivity-bidirectional,10.3386/w29066,Regulating Conglomerates in China: Evidence from an Energy Conservation Program,0.5659,0.5829,0.5387,1,1,1,0.5622,0.6373,0,0,0,2021,5,31,5.1667,4,1,696,0,0.5,partial,1
q23-informality-productivity-bidirectional,10.18235/0011688,Macroprudential Policy and Labor Market Dynamics in Latin America,0.6724,0.6289,0.6548,1,1,1,0.6518,0.7091,1,1,0,2015,11,0,0,0,1,1182,0,0.5,partial,1
q23-informality-productivity-bidirectional,10.1093/restud/rdac004,"Product Life Cycle, Learning, and Nominal Shocks",0.5978,0.5218,0.6173,1,1,1,0.5775,0.6778,0,0,1,2022,4,19,3.8,2,1,1505,5,0.996,partial,1
q23-informality-productivity-bidirectional,10.1016/j.jdeveco.2006.05.007,What causes firms to hide output? The determinants of informality,0.6517,0.5645,0.522,1,1,1,0.5769,0.7829,0,0,1,2006,20,369,17.5714,2,1,1064,3,0.991,relevant,2
q23-informality-productivity-bidirectional,10.1080/00220388.2022.2061853,What Sustains Informality? A Study of the Interactions between Formal and Informal Sector Firms,0.7758,0.5682,0.593,1,1,1,0.6394,0.7816,0,0,1,2022,4,18,3.6,0,1,701,3,0.95,relevant,2
